,Lat,Lon,Alt
278,39.39,-113.1,1540.0
279,39.39,-112.6,1418.0
280,39.39,-112.1,1573.0
281,39.39,-111.6,1661.0
282,39.39,-111.1,2018.0
283,39.39,-110.6,1570.0
284,39.39,-110.1,2186.0
285,39.39,-109.6,2077.0
286,39.39,-109.1,1854.0
287,39.39,-108.6,2400.0
288,39.39,-108.1,1563.0
289,39.39,-107.6,2019.0
290,39.39,-107.1,1956.0
291,39.39,-106.6,3077.0
292,39.39,-106.1,3737.0
293,39.39,-105.6,3397.0
294,39.39,-105.1,2402.0
295,39.39,-104.6,1954.0
296,39.39,-104.1,1762.0
297,39.39,-103.6,1694.0
298,39.39,-103.1,1501.0
299,39.39,-102.6,1282.0
300,39.39,-102.1,1210.0
301,39.39,-101.6,1092.0
302,39.39,-101.1,968.0
303,39.39,-100.6,885.0
304,39.39,-100.1,745.0
305,39.39,-99.6,606.0
306,39.39,-99.1,583.0
307,39.39,-98.6,487.0
308,39.39,-98.1,450.0
309,39.39,-97.6,497.0
310,39.39,-97.1,375.0
311,39.39,-96.6,375.0
312,39.39,-96.1,397.0
313,39.39,-95.6,320.0
314,39.39,-95.1,312.0
315,39.39,-94.6,260.0
316,39.39,-94.1,275.0
317,39.39,-93.6,231.0
318,39.39,-93.1,191.0
319,39.39,-92.6,221.0
320,39.39,-92.1,239.0
321,39.39,-91.6,226.0
322,39.39,-91.1,199.0
323,39.39,-90.6,127.0
324,39.39,-90.1,197.0
325,39.39,-89.6,197.0
326,39.39,-89.1,212.0
327,39.39,-88.6,200.0
328,39.39,-88.1,198.0
329,39.39,-87.6,167.0
330,39.39,-87.1,199.0
331,39.39,-86.6,176.0
332,39.39,-86.1,255.0
333,39.39,-85.6,262.0
334,39.39,-85.1,292.0
335,39.39,-84.6,250.0
336,39.39,-84.1,262.0
337,39.39,-83.6,325.0
338,39.39,-83.1,266.0
339,39.39,-82.6,289.0
340,39.39,-82.1,266.0
341,39.39,-81.6,241.0
342,39.39,-81.1,305.0
343,39.39,-80.6,254.0
344,39.39,-80.1,394.0
345,39.39,-79.6,0.0
346,39.39,-79.1,613.0
347,39.39,-78.6,246.0
348,39.39,-78.1,231.0
349,39.39,-77.6,141.0
350,39.39,-77.1,194.0
351,39.39,-76.6,122.0
352,39.39,-76.1,0.0
353,39.39,-75.6,3.0
354,39.39,-75.1,21.0
355,39.39,-74.6,11.0
356,39.39,-74.1,0.0
357,39.39,-73.6,0.0
358,39.39,-73.1,0.0
359,39.39,-72.6,0.0
360,39.39,-72.1,0.0
361,39.39,-71.6,0.0
362,39.39,-71.1,0.0
363,39.39,-70.6,0.0
364,39.39,-70.1,0.0
365,39.39,-69.6,0.0
366,39.39,-69.1,0.0
367,39.39,-68.6,0.0
368,39.39,-68.1,0.0
369,39.39,-67.6,0.0
370,39.39,-67.1,0.0
371,39.39,-66.6,0.0
372,38.89,-128.1,0.0
373,38.89,-127.6,0.0
374,38.89,-127.1,0.0
375,38.89,-126.6,0.0
376,38.89,-126.1,0.0
377,38.89,-125.6,0.0
378,38.89,-125.1,0.0
379,38.89,-124.6,0.0
380,38.89,-124.1,0.0
381,38.89,-123.6,115.0
382,38.89,-123.1,373.0
383,38.89,-122.6,426.0
384,38.89,-122.1,149.0
385,38.89,-121.6,8.0
386,38.89,-121.1,287.0
387,38.89,-120.6,1358.0
388,38.89,-120.1,2549.0
389,38.89,-119.6,1820.0
390,38.89,-119.1,1429.0
391,38.89,-118.6,1696.0
392,38.89,-118.1,1389.0
393,38.89,-117.6,2172.0
394,38.89,-117.1,1688.0
395,38.89,-116.6,2453.0
396,38.89,-116.1,2241.0
397,38.89,-115.6,1598.0
398,38.89,-115.1,1719.0
399,38.89,-114.6,2096.0
400,38.89,-114.1,0.0
401,38.89,-113.6,1767.0
402,38.89,-113.1,1379.0
403,38.89,-112.6,1488.0
404,38.89,-112.1,2453.0
405,38.89,-111.6,2174.0
406,38.89,-111.1,1800.0
407,38.89,-110.6,2056.0
408,38.89,-110.1,1322.0
409,38.89,-109.6,1439.0
410,38.89,-109.1,1823.0
411,38.89,-108.6,2471.0
412,38.89,-108.1,2380.0
413,38.89,-107.6,1860.0
414,38.89,-107.1,3338.0
415,38.89,-106.6,3144.0
416,38.89,-106.1,2648.0
417,38.89,-105.6,2807.0
418,38.89,-105.1,3127.0
419,38.89,-104.6,2045.0
420,38.89,-104.1,1877.0
421,38.89,-103.6,1567.0
422,38.89,-103.1,1423.0
423,38.89,-102.6,1340.0
424,38.89,-102.1,1203.0
425,38.89,-101.6,993.0
426,38.89,-101.1,875.0
427,38.89,-100.6,870.0
428,38.89,-100.1,728.0
429,38.89,-99.6,692.0
430,38.89,-99.1,598.0
431,38.89,-98.6,549.0
432,38.89,-98.1,445.0
433,38.89,-97.6,370.0
434,38.89,-97.1,373.0
435,38.89,-96.6,448.0
436,38.89,-96.1,431.0
437,38.89,-95.6,278.0
438,38.89,-95.1,262.0
439,38.89,-94.6,290.0
440,38.89,-94.1,322.0
441,38.89,-93.6,204.0
442,38.89,-93.1,240.0
443,38.89,-92.6,177.0
444,38.89,-92.1,261.0
445,38.89,-91.6,213.0
446,38.89,-91.1,224.0
447,38.89,-90.6,158.0
448,38.89,-90.1,134.0
449,38.89,-89.6,167.0
450,38.89,-89.1,141.0
451,38.89,-88.6,159.0
452,38.89,-88.1,0.0
453,38.89,-87.6,145.0
454,38.89,-87.1,143.0
455,38.89,-86.6,231.0
456,38.89,-86.1,162.0
457,38.89,-85.6,220.0
458,38.89,-85.1,270.0
459,38.89,-84.6,283.0
460,38.89,-84.1,263.0
461,38.89,-83.6,280.0
462,38.89,-83.1,250.0
463,38.89,-82.6,220.0
464,38.89,-82.1,248.0
465,38.89,-81.6,265.0
466,38.89,-81.1,350.0
467,38.89,-80.6,289.0
468,38.89,-80.1,644.0
469,38.89,-79.6,922.0
470,38.89,-79.1,466.0
471,38.89,-78.6,335.0
472,38.89,-78.1,451.0
473,38.89,-77.6,89.0
474,38.89,-77.1,72.0
475,38.89,-76.6,38.0
476,38.89,-76.1,0.0
477,38.89,-75.6,0.0
478,38.89,-75.1,0.0
479,38.89,-74.6,0.0
480,38.89,-74.1,0.0
481,38.89,-73.6,0.0
482,38.89,-73.1,0.0
483,38.89,-72.6,0.0
484,38.89,-72.1,0.0
485,38.89,-71.6,0.0
486,38.89,-71.1,0.0
487,38.89,-70.6,0.0
488,38.89,-70.1,0.0
489,38.89,-69.6,0.0
490,38.89,-69.1,0.0
491,38.89,-68.6,0.0
492,38.89,-68.1,0.0
493,38.89,-67.6,0.0
494,38.89,-67.1,0.0
495,38.89,-66.6,0.0
496,38.39,-128.1,0.0
497,38.39,-127.6,0.0
498,38.39,-127.1,0.0
499,38.39,-126.6,0.0
500,38.39,-126.1,0.0
501,38.39,-125.6,0.0
502,38.39,-125.1,0.0
503,38.39,-124.6,0.0
504,38.39,-124.1,0.0
505,38.39,-123.6,0.0
506,38.39,-123.1,0.0
507,38.39,-122.6,308.0
508,38.39,-122.1,681.0
509,38.39,-121.6,2.0
510,38.39,-121.1,65.0
511,38.39,-120.6,815.0
512,38.39,-120.1,2056.0
513,38.39,-119.6,2843.0
514,38.39,-119.1,2071.0
515,38.39,-118.6,2197.0
516,38.39,-118.1,1385.0
517,38.39,-117.6,1657.0
518,38.39,-117.1,1909.0
519,38.39,-116.6,1852.0
520,38.39,-116.1,1816.0
521,38.39,-115.6,1468.0
522,38.39,-115.1,1571.0
523,38.39,-114.6,1809.0
524,38.39,-114.1,1828.0
525,38.39,-113.6,2164.0
526,38.39,-113.1,1659.0
527,38.39,-112.6,1968.0
528,38.39,-112.1,2577.0
529,38.39,-111.6,2163.0
530,38.39,-111.1,1596.0
531,38.39,-110.6,1429.0
532,38.39,-110.1,1793.0
533,38.39,-109.6,1740.0
534,38.39,-109.1,2395.0
535,38.39,-108.6,1847.0
536,38.39,-108.1,2427.0
537,38.39,-107.6,2728.0
538,38.39,-107.1,2652.0
539,38.39,-106.6,2637.0
540,38.39,-106.1,2876.0
541,38.39,-105.6,2135.0
542,38.39,-105.1,1567.0
543,38.39,-104.6,1502.0
544,38.39,-104.1,1515.0
545,38.39,-103.6,1390.0
546,38.39,-103.1,1364.0
547,38.39,-102.6,1231.0
548,38.39,-102.1,1191.0
549,38.39,-101.6,1061.0
550,38.39,-101.1,953.0
551,38.39,-100.6,878.0
552,38.39,-100.1,776.0
553,38.39,-99.6,673.0
554,38.39,-99.1,621.0
555,38.39,-98.6,548.0
556,38.39,-98.1,532.0
557,38.39,-97.6,468.0
558,38.39,-97.1,411.0
559,38.39,-96.6,361.0
560,38.39,-96.1,332.0
561,38.39,-95.6,345.0
562,38.39,-95.1,291.0
563,38.39,-94.6,278.0
564,38.39,-94.1,258.0
565,38.39,-93.6,238.0
566,38.39,-93.1,334.0
567,38.39,-92.6,273.0
568,38.39,-92.1,247.0
569,38.39,-91.6,218.0
570,38.39,-91.1,234.0
571,38.39,-90.6,176.0
572,38.39,-90.1,160.0
573,38.39,-89.6,133.0
574,38.39,-89.1,158.0
575,38.39,-88.6,124.0
576,38.39,-88.1,135.0
577,38.39,-87.6,125.0
578,38.39,-87.1,159.0
579,38.39,-86.6,163.0
580,38.39,-86.1,242.0
581,38.39,-85.6,183.0
582,38.39,-85.1,248.0
583,38.39,-84.6,256.0
584,38.39,-84.1,268.0
585,38.39,-83.6,236.0
586,38.39,-83.1,311.0
587,38.39,-82.6,163.0
588,38.39,-82.1,285.0
589,38.39,-81.6,208.0
590,38.39,-81.1,422.0
591,38.39,-80.6,0.0
592,38.39,-80.1,1229.0
593,38.39,-79.6,835.0
594,38.39,-79.1,416.0
595,38.39,-78.6,427.0
596,38.39,-78.1,129.0
597,38.39,-77.6,84.0
598,38.39,-77.1,0.0
599,38.39,-76.6,19.0
600,38.39,-76.1,1.0
601,38.39,-75.6,7.0
602,38.39,-75.1,0.0
603,38.39,-74.6,0.0
604,38.39,-74.1,0.0
605,38.39,-73.6,0.0
606,38.39,-73.1,0.0
607,38.39,-72.6,0.0
608,38.39,-72.1,0.0
609,38.39,-71.6,0.0
610,38.39,-71.1,0.0
611,38.39,-70.6,0.0
612,38.39,-70.1,0.0
613,38.39,-69.6,0.0
614,38.39,-69.1,0.0
615,38.39,-68.6,0.0
616,38.39,-68.1,0.0
617,38.39,-67.6,0.0
618,38.39,-67.1,0.0
619,38.39,-66.6,0.0
620,37.89,-128.1,0.0
621,37.89,-127.6,0.0
622,37.89,-127.1,0.0
623,37.89,-126.6,0.0
624,37.89,-126.1,0.0
625,37.89,-125.6,0.0
626,37.89,-125.1,0.0
627,37.89,-124.6,0.0
628,37.89,-124.1,0.0
629,37.89,-123.6,0.0
630,37.89,-123.1,0.0
631,37.89,-122.6,325.0
632,37.89,-122.1,98.0
633,37.89,-121.6,0.0
634,37.89,-121.1,20.0
635,37.89,-120.6,160.0
636,37.89,-120.1,1292.0
637,37.89,-119.6,2694.0
638,37.89,-119.1,0.0
639,37.89,-118.6,1996.0
640,37.89,-118.1,1523.0
641,37.89,-117.6,1620.0
642,37.89,-117.1,1581.0
643,37.89,-116.6,1822.0
644,37.89,-116.1,1993.0
645,37.89,-115.6,2363.0
646,37.89,-115.1,1697.0
647,37.89,-114.6,2226.0
648,37.89,-114.1,1998.0
649,37.89,-113.6,0.0
650,37.89,-113.1,1639.0
651,37.89,-112.6,2636.0
652,37.89,-112.1,2545.0
653,37.89,-111.6,2109.0
654,37.89,-111.1,2076.0
655,37.89,-110.6,1677.0
656,37.89,-110.1,1993.0
657,37.89,-109.6,2268.0
658,37.89,-109.1,2102.0
659,37.89,-108.6,1932.0
660,37.89,-108.1,3298.0
661,37.89,-107.6,3575.0
662,37.89,-107.1,0.0
663,37.89,-106.6,3508.0
664,37.89,-106.1,2312.0
665,37.89,-105.6,2996.0
666,37.89,-105.1,2769.0
667,37.89,-104.6,1696.0
668,37.89,-104.1,1426.0
669,37.89,-103.6,1329.0
670,37.89,-103.1,1257.0
671,37.89,-102.6,1200.0
672,37.89,-102.1,1097.0
673,37.89,-101.6,973.0
674,37.89,-101.1,905.0
675,37.89,-100.6,868.0
676,37.89,-100.1,785.0
677,37.89,-99.6,701.0
678,37.89,-99.1,635.0
679,37.89,-98.6,561.0
680,37.89,-98.1,484.0
681,37.89,-97.6,429.0
682,37.89,-97.1,417.0
683,37.89,-96.6,459.0
684,37.89,-96.1,333.0
685,37.89,-95.6,302.0
686,37.89,-95.1,315.0
687,37.89,-94.6,244.0
688,37.89,-94.1,257.0
689,37.89,-93.6,267.0
690,37.89,-93.1,278.0
691,37.89,-92.6,325.0
692,37.89,-92.1,268.0
693,37.89,-91.6,301.0
694,37.89,-91.1,273.0
695,37.89,-90.6,250.0
696,37.89,-90.1,0.0
697,37.89,-89.6,182.0
698,37.89,-89.1,126.0
699,37.89,-88.6,132.0
700,37.89,-88.1,106.0
701,37.89,-87.6,109.0
702,37.89,-87.1,124.0
703,37.89,-86.6,135.0
704,37.89,-86.1,211.0
705,37.89,-85.6,242.0
706,37.89,-85.1,221.0
707,37.89,-84.6,273.0
708,37.89,-84.1,213.0
709,37.89,-83.6,375.0
710,37.89,-83.1,332.0
711,37.89,-82.6,311.0
712,37.89,-82.1,414.0
713,37.89,-81.6,413.0
714,37.89,-81.1,801.0
715,37.89,-80.6,805.0
716,37.89,-80.1,730.0
717,37.89,-79.6,584.0
718,37.89,-79.1,869.0
719,37.89,-78.6,175.0
720,37.89,-78.1,134.0
721,37.89,-77.6,73.0
722,37.89,-77.1,47.0
723,37.89,-76.6,16.0
724,37.89,-76.1,0.0
725,37.89,-75.6,1.0
726,37.89,-75.1,0.0
727,37.89,-74.6,0.0
728,37.89,-74.1,0.0
729,37.89,-73.6,0.0
730,37.89,-73.1,0.0
731,37.89,-72.6,0.0
732,37.89,-72.1,0.0
733,37.89,-71.6,0.0
734,37.89,-71.1,0.0
735,37.89,-70.6,0.0
736,37.89,-70.1,0.0
737,37.89,-69.6,0.0
738,37.89,-69.1,0.0
739,37.89,-68.6,0.0
740,37.89,-68.1,0.0
741,37.89,-67.6,0.0
742,37.89,-67.1,0.0
743,37.89,-66.6,0.0
744,37.39,-128.1,0.0
745,37.39,-127.6,0.0
746,37.39,-127.1,0.0
747,37.39,-126.6,0.0
748,37.39,-126.1,0.0
749,37.39,-125.6,0.0
750,37.39,-125.1,0.0
751,37.39,-124.6,0.0
752,37.39,-124.1,0.0
753,37.39,-123.6,0.0
754,37.39,-123.1,0.0
755,37.39,-122.6,0.0
756,37.39,-122.1,33.0
757,37.39,-121.6,730.0
758,37.39,-121.1,51.0
759,37.39,-120.6,56.0
760,37.39,-120.1,383.0
761,37.39,-119.6,1238.0
762,37.39,-119.1,2121.0
763,37.39,-118.6,1503.0
764,37.39,-118.1,2237.0
765,37.39,-117.6,2317.0
766,37.39,-117.1,1463.0
767,37.39,-116.6,1678.0
768,37.39,-116.1,1993.0
769,37.39,-115.6,1494.0
770,37.39,-115.1,1448.0
771,37.39,-114.6,1545.0
772,37.39,-114.1,1515.0
773,37.39,-113.6,1761.0
774,37.39,-113.1,2454.0
775,37.39,-112.6,2091.0
776,37.39,-112.1,2151.0
777,37.39,-111.6,1828.0
778,37.39,-111.1,1372.0
779,37.39,-110.6,1279.0
780,37.39,-110.1,1736.0
781,37.39,-109.6,1475.0
782,37.39,-109.1,1623.0
783,37.39,-108.6,1890.0
784,37.39,-108.1,3320.0
785,37.39,-107.6,2389.0
786,37.39,-107.1,2691.0
787,37.39,-106.6,3486.0
788,37.39,-106.1,2356.0
789,37.39,-105.6,2340.0
790,37.39,-105.1,2644.0
791,37.39,-104.6,1903.0
792,37.39,-104.1,1677.0
793,37.39,-103.6,1674.0
794,37.39,-103.1,1560.0
795,37.39,-102.6,1334.0
796,37.39,-102.1,1136.0
797,37.39,-101.6,982.0
798,37.39,-101.1,902.0
799,37.39,-100.6,849.0
800,37.39,-100.1,787.0
801,37.39,-99.6,690.0
802,37.39,-99.1,596.0
803,37.39,-98.6,500.0
804,37.39,-98.1,495.0
805,37.39,-97.6,396.0
806,37.39,-97.1,374.0
807,37.39,-96.6,439.0
808,37.39,-96.1,266.0
809,37.39,-95.6,271.0
810,37.39,-95.1,256.0
811,37.39,-94.6,291.0
812,37.39,-94.1,317.0
813,37.39,-93.6,311.0
814,37.39,-93.1,369.0
815,37.39,-92.6,421.0
816,37.39,-92.1,371.0
817,37.39,-91.6,323.0
818,37.39,-91.1,326.0
819,37.39,-90.6,236.0
820,37.39,-90.1,193.0
821,37.39,-89.6,156.0
822,37.39,-89.1,121.0
823,37.39,-88.6,109.0
824,37.39,-88.1,194.0
825,37.39,-87.6,124.0
826,37.39,-87.1,112.0
827,37.39,-86.6,177.0
828,37.39,-86.1,205.0
829,37.39,-85.6,210.0
830,37.39,-85.1,308.0
831,37.39,-84.6,375.0
832,37.39,-84.1,410.0
833,37.39,-83.6,277.0
834,37.39,-83.1,439.0
835,37.39,-82.6,401.0
836,37.39,-82.1,428.0
837,37.39,-81.6,697.0
838,37.39,-81.1,801.0
839,37.39,-80.6,1211.0
840,37.39,-80.1,524.0
841,37.39,-79.6,309.0
842,37.39,-79.1,194.0
843,37.39,-78.6,151.0
844,37.39,-78.1,101.0
845,37.39,-77.6,58.0
846,37.39,-77.1,38.0
847,37.39,-76.6,21.0
848,37.39,-76.1,0.0
849,37.39,-75.6,0.0
850,37.39,-75.1,0.0
851,37.39,-74.6,0.0
852,37.39,-74.1,0.0
853,37.39,-73.6,0.0
854,37.39,-73.1,0.0
855,37.39,-72.6,0.0
856,37.39,-72.1,0.0
857,37.39,-71.6,0.0
858,37.39,-71.1,0.0
859,37.39,-70.6,0.0
860,37.39,-70.1,0.0
861,37.39,-69.6,0.0
862,37.39,-69.1,0.0
863,37.39,-68.6,0.0
864,37.39,-68.1,0.0
865,37.39,-67.6,0.0
866,37.39,-67.1,0.0
867,37.39,-66.6,0.0
868,36.89,-128.1,0.0
869,36.89,-127.6,0.0
870,36.89,-127.1,0.0
871,36.89,-126.6,0.0
872,36.89,-126.1,0.0
873,36.89,-125.6,0.0
874,36.89,-125.1,0.0
875,36.89,-124.6,0.0
876,36.89,-124.1,0.0
877,36.89,-123.6,0.0
878,36.89,-123.1,0.0
879,36.89,-122.6,0.0
880,36.89,-122.1,0.0
881,36.89,-121.6,119.0
882,36.89,-121.1,393.0
883,36.89,-120.6,47.0
884,36.89,-120.1,71.0
885,36.89,-119.6,152.0
886,36.89,-119.1,849.0
887,36.89,-118.6,3253.0
888,36.89,-118.1,1882.0
889,36.89,-117.6,2047.0
890,36.89,-117.1,1800.0
891,36.89,-116.6,1146.0
892,36.89,-116.1,1252.0
893,36.89,-115.6,1046.0
894,36.89,-115.1,2109.0
895,36.89,-114.6,0.0
896,36.89,-114.1,666.0
897,36.89,-113.6,1404.0
898,36.89,-113.1,1497.0
899,36.89,-112.6,1395.0
900,36.89,-112.1,2037.0
901,36.89,-111.6,1174.0
902,36.89,-111.1,1477.0
903,36.89,-110.6,2119.0
904,36.89,-110.1,1734.0
905,36.89,-109.6,1621.0
906,36.89,-109.1,1781.0
907,36.89,-108.6,1691.0
908,36.89,-108.1,1855.0
909,36.89,-107.6,1901.0
910,36.89,-107.1,2299.0
911,36.89,-106.6,2407.0
912,36.89,-106.1,2750.0
913,36.89,-105.6,2302.0
914,36.89,-105.1,2510.0
915,36.89,-104.6,2197.0
916,36.89,-104.1,2308.0
917,36.89,-103.6,1653.0
918,36.89,-103.1,1442.0
919,36.89,-102.6,1231.0
920,36.89,-102.1,1145.0
921,36.89,-101.6,1011.0
922,36.89,-101.1,886.0
923,36.89,-100.6,789.0
924,36.89,-100.1,681.0
925,36.89,-99.6,587.0
926,36.89,-99.1,565.0
927,36.89,-98.6,394.0
928,36.89,-98.1,389.0
929,36.89,-97.6,352.0
930,36.89,-97.1,329.0
931,36.89,-96.6,362.0
932,36.89,-96.1,231.0
933,36.89,-95.6,208.0
934,36.89,-95.1,254.0
935,36.89,-94.6,306.0
936,36.89,-94.1,339.0
937,36.89,-93.6,383.0
938,36.89,-93.1,404.0
939,36.89,-92.6,0.0
940,36.89,-92.1,319.0
941,36.89,-91.6,305.0
942,36.89,-91.1,256.0
943,36.89,-90.6,154.0
944,36.89,-90.1,103.0
945,36.89,-89.6,100.0
946,36.89,-89.1,94.0
947,36.89,-88.6,143.0
948,36.89,-88.1,123.0
949,36.89,-87.6,153.0
950,36.89,-87.1,204.0
951,36.89,-86.6,191.0
952,36.89,-86.1,168.0
953,36.89,-85.6,264.0
954,36.89,-85.1,305.0
955,36.89,-84.6,322.0
956,36.89,-84.1,352.0
957,36.89,-83.6,533.0
958,36.89,-83.1,588.0
959,36.89,-82.6,1015.0
960,36.89,-82.1,622.0
961,36.89,-81.6,747.0
962,36.89,-81.1,825.0
963,36.89,-80.6,736.0
964,36.89,-80.1,384.0
965,36.89,-79.6,258.0
966,36.89,-79.1,141.0
967,36.89,-78.6,139.0
968,36.89,-78.1,131.0
969,36.89,-77.6,75.0
970,36.89,-77.1,23.0
971,36.89,-76.6,0.0
972,36.89,-76.1,1.0
973,36.89,-75.6,0.0
974,36.89,-75.1,0.0
975,36.89,-74.6,0.0
976,36.89,-74.1,0.0
977,36.89,-73.6,0.0
978,36.89,-73.1,0.0
979,36.89,-72.6,0.0
980,36.89,-72.1,0.0
981,36.89,-71.6,0.0
982,36.89,-71.1,0.0
983,36.89,-70.6,0.0
984,36.89,-70.1,0.0
985,36.89,-69.6,0.0
986,36.89,-69.1,0.0
987,36.89,-68.6,0.0
988,36.89,-68.1,0.0
989,36.89,-67.6,0.0
990,36.89,-67.1,0.0
991,36.89,-66.6,0.0
992,36.39,-128.1,0.0
993,36.39,-127.6,0.0
994,36.39,-127.1,0.0
995,36.39,-126.6,0.0
996,36.39,-126.1,0.0
997,36.39,-125.6,0.0
998,36.39,-125.1,0.0
999,36.39,-124.6,0.0
1000,36.39,-124.1,0.0
1001,36.39,-123.6,0.0
1002,36.39,-123.1,0.0
1003,36.39,-122.6,0.0
1004,36.39,-122.1,0.0
1005,36.39,-121.6,426.0
1006,36.39,-121.1,259.0
1007,36.39,-120.6,805.0
1008,36.39,-120.1,74.0
1009,36.39,-119.6,80.0
1010,36.39,-119.1,129.0
1011,36.39,-118.6,3213.0
1012,36.39,-118.1,2160.0
1013,36.39,-117.6,1410.0
1014,36.39,-117.1,1630.0
1015,36.39,-116.6,1498.0
1016,36.39,-116.1,1223.0
1017,36.39,-115.6,1897.0
1018,36.39,-115.1,1128.0
1019,36.39,-114.6,1164.0
1020,36.39,-114.1,757.0
1021,36.39,-113.6,1805.0
1022,36.39,-113.1,1822.0
1023,36.39,-112.6,1206.0
1024,36.39,-112.1,2722.0
1025,36.39,-111.6,1894.0
1026,36.39,-111.1,1848.0
1027,36.39,-110.6,1923.0
1028,36.39,-110.1,2067.0
1029,36.39,-109.6,1604.0
1030,36.39,-109.1,2692.0
1031,36.39,-108.6,1647.0
1032,36.39,-108.1,1949.0
1033,36.39,-107.6,1974.0
1034,36.39,-107.1,2205.0
1035,36.39,-106.6,2403.0
1036,36.39,-106.1,2182.0
1037,36.39,-105.6,2086.0
1038,36.39,-105.1,2748.0
1039,36.39,-104.6,1813.0
1040,36.39,-104.1,1911.0
1041,36.39,-103.6,1732.0
1042,36.39,-103.1,1469.0
1043,36.39,-102.6,1268.0
1044,36.39,-102.1,1123.0
1045,36.39,-101.6,1012.0
1046,36.39,-101.1,910.0
1047,36.39,-100.6,862.0
1048,36.39,-100.1,764.0
1049,36.39,-99.6,642.0
1050,36.39,-99.1,589.0
1051,36.39,-98.6,386.0
1052,36.39,-98.1,384.0
1053,36.39,-97.6,344.0
1054,36.39,-97.1,315.0
1055,36.39,-96.6,232.0
1056,36.39,-96.1,224.0
1057,36.39,-95.6,188.0
1058,36.39,-95.1,188.0
1059,36.39,-94.6,323.0
1060,36.39,-94.1,400.0
1061,36.39,-93.6,369.0
1062,36.39,-93.1,306.0
1063,36.39,-92.6,191.0
1064,36.39,-92.1,237.0
1065,36.39,-91.6,181.0
1066,36.39,-91.1,125.0
1067,36.39,-90.6,82.0
1068,36.39,-90.1,83.0
1069,36.39,-89.6,85.0
1070,36.39,-89.1,105.0
1071,36.39,-88.6,124.0
1072,36.39,-88.1,132.0
1073,36.39,-87.6,118.0
1074,36.39,-87.1,216.0
1075,36.39,-86.6,189.0
1076,36.39,-86.1,178.0
1077,36.39,-85.6,299.0
1078,36.39,-85.1,324.0
1079,36.39,-84.6,419.0
1080,36.39,-84.1,339.0
1081,36.39,-83.6,352.0
1082,36.39,-83.1,343.0
1083,36.39,-82.6,577.0
1084,36.39,-82.1,569.0
1085,36.39,-81.6,1136.0
1086,36.39,-81.1,584.0
1087,36.39,-80.6,357.0
1088,36.39,-80.1,249.0
1089,36.39,-79.6,183.0
1090,36.39,-79.1,147.0
1091,36.39,-78.6,152.0
1092,36.39,-78.1,96.0
1093,36.39,-77.6,36.0
1094,36.39,-77.1,21.0
1095,36.39,-76.6,10.0
1096,36.39,-76.1,2.0
1097,36.39,-75.6,0.0
1098,36.39,-75.1,0.0
1099,36.39,-74.6,0.0
1100,36.39,-74.1,0.0
1101,36.39,-73.6,0.0
1102,36.39,-73.1,0.0
1103,36.39,-72.6,0.0
1104,36.39,-72.1,0.0
1105,36.39,-71.6,0.0
1106,36.39,-71.1,0.0
1107,36.39,-70.6,0.0
1108,36.39,-70.1,0.0
1109,36.39,-69.6,0.0
1110,36.39,-69.1,0.0
1111,36.39,-68.6,0.0
1112,36.39,-68.1,0.0
1113,36.39,-67.6,0.0
1114,36.39,-67.1,0.0
1115,36.39,-66.6,0.0
1116,35.89,-128.1,0.0
1117,35.89,-127.6,0.0
1118,35.89,-127.1,0.0
1119,35.89,-126.6,0.0
1120,35.89,-126.1,0.0
1121,35.89,-125.6,0.0
1122,35.89,-125.1,0.0
1123,35.89,-124.6,0.0
1124,35.89,-124.1,0.0
1125,35.89,-123.6,0.0
1126,35.89,-123.1,0.0
1127,35.89,-122.6,0.0
1128,35.89,-122.1,0.0
1129,35.89,-121.6,0.0
1130,35.89,-121.1,293.0
1131,35.89,-120.6,592.0
1132,35.89,-120.1,315.0
1133,35.89,-119.6,60.0
1134,35.89,-119.1,144.0
1135,35.89,-118.6,1656.0
1136,35.89,-118.1,2305.0
1137,35.89,-117.6,0.0
1138,35.89,-117.1,1357.0
1139,35.89,-116.6,121.0
1140,35.89,-116.1,689.0
1141,35.89,-115.6,1144.0
1142,35.89,-115.1,921.0
1143,35.89,-114.6,0.0
1144,35.89,-114.1,1203.0
1145,35.89,-113.6,1219.0
1146,35.89,-113.1,2084.0
1147,35.89,-112.6,1757.0
1148,35.89,-112.1,2001.0
1149,35.89,-111.6,0.0
1150,35.89,-111.1,1687.0
1151,35.89,-110.6,1724.0
1152,35.89,-110.1,2063.0
1153,35.89,-109.6,1820.0
1154,35.89,-109.1,2241.0
1155,35.89,-108.6,1795.0
1156,35.89,-108.1,1915.0
1157,35.89,-107.6,2121.0
1158,35.89,-107.1,0.0
1159,35.89,-106.6,2903.0
1160,35.89,-106.1,1729.0
1161,35.89,-105.6,2922.0
1162,35.89,-105.1,2121.0
1163,35.89,-104.6,1802.0
1164,35.89,-104.1,1742.0
1165,35.89,-103.6,1387.0
1166,35.89,-103.1,1331.0
1167,35.89,-102.6,1205.0
1168,35.89,-102.1,1140.0
1169,35.89,-101.6,1026.0
1170,35.89,-101.1,795.0
1171,35.89,-100.6,814.0
1172,35.89,-100.1,725.0
1173,35.89,-99.6,653.0
1174,35.89,-99.1,576.0
1175,35.89,-98.6,518.0
1176,35.89,-98.1,367.0
1177,35.89,-97.6,302.0
1178,35.89,-97.1,296.0
1179,35.89,-96.6,304.0
